mushroom	2.1372549019607843	6.44
fungus	2.196078431372549	8.44
cloud	11.745098039215685	3.63
food	154.4313725490196	3.25
fungi	0.17647058823529413	10
hallucinogen	0.23529411764705882	13.58
pizza	33.509803921568626	4.67
gross	15.27450980392157	5.21
mildew	0.43137254901960786	9.74
mold	4.294117647058823	9.26
toenail	0.8627450980392157	5.1
fungal	0.29411764705882354	10.7
fluffy	3.627450980392157	5.95
fog	9.450980392156863	6.21
nebula	1.4705882352941178	13.38
nebulous	0.058823529411764705	13.27
overcast	0.47058823529411764	9.05
rain	48.90196078431372	3.6
sky	44.80392156862745	4.17
storm	30.862745098039216	4.94
white	171.45098039215685	4.06
cloudy	2.156862745098039	5.5
clown	15.823529411764707	3.72
crowd	37.372549019607845	7.14
loud	39.8235294117647	4.537911000000001
aloud	1.8431372549019607	6.221717
clout	0.9411764705882353	16.86
cook	45.568627450980394	4.22
eat	251.88235294117646	2.78
fish	83.49019607843137	4.05
feed	42.3921568627451	4.17
dinner	202.66666666666666	3.99
diet	15.372549019607844	9.25
breakfast	66.29411764705883	3.47
cooking	25.627450980392158	5.1
delicious	21.529411764705884	6.5
brunch	3.7058823529411766	8.68
cupboard	2.4901960784313726	6.39
chef	11.882352941176471	8.3
bread	28.333333333333332	3.58
dish	11.450980392156863	4.89
feast	6.705882352941177	7.81
favorite	59.450980392156865	5.72
banquet	5.1568627450980395	8.35
cooker	0.6666666666666666	6.95
burger	10.235294117647058	5.17
dine	4.294117647058823	8.95
comfort	17.215686274509803	7.29
chew	9.058823529411764	4.05
chicken	61.72549019607843	3.26
diner	12.392156862745098	6.83
crave	2.0784313725490198	9.17
digest	3.2941176470588234	9.
crop	4.862745098039215	7.63
aroma	1.3529411764705883	9.47
cuisine	1.9411764705882353	11.67
expire	0.9019607843137255	7.68
dining	11.72549019607843	6.8
appetite	8.941176470588236	8.83
agriculture	1.0980392156862746	10.32
curry	2.4313725490196076	13.28
famine	1.588235294117647	10.
devour	1.0588235294117647	10.18
consumption	1.8431372549019607	11.95
fatty	5.098039215686274	6.37
cornucopia	0.29411764705882354	9.26
calorie	0.23529411764705882	11.42
coleslaw	1.2352941176470589	6.72
digestion	1.0196078431372548	10.26
cafeteria	5.666666666666667	7.15
cookbook	0.7254901960784313	7.22
fiber	3.0588235294117645	10.82
choke	6.470588235294118	6.11
cookout	0.7647058823529411	7.42
eater	1.5686274509803921	5.94
edible	1.3725490196078431	8.68
fodder	0.37254901960784315	14.
culinary	1.196078431372549	10.84
burrito	1.6470588235294117	9.37
additive	0.21568627450980393	12.28
ethnic	1.7843137254901962	10.89
canteen	1.7058823529411764	9.035165
chomp	0.2549019607843137	6.11
cornbread	0.9019607843137255	6.4
artichoke	0.5490196078431373	10.
carbohydrate	0.0784313725490196	10.83
flavorful	0.058823529411764705	9.83
digestive	0.8823529411764706	10.44
enchilada	0.6666666666666666	11.28
craving	2.1372549019607843	9.555682
flavor	5.	6.3
buffet	4.431372549019608	7.58
eggplant	1.0980392156862746	8.3
escargot	0.29411764705882354	11.67
famished	1.4313725490196079	9.67
appetizer	1.196078431372549	9.06
cheeseburger	3.196078431372549	4.78
chopsticks	1.8235294117647058	7.854453
filling	9.686274509803921	6.818509000000001
fork	8.823529411764707	3.63
freezer	5.1568627450980395	4.63
fresh	54.509803921568626	6.22
fridge	9.843137254901961	4.67
fried	10.156862745098039	7.47
garlic	6.	6.89
garnish	0.5294117647058824	13.3
gluten	0.1568627450980392	15.25
glutton	0.6078431372549019	12.22
gluttony	0.35294117647058826	10.76
gourmet	2.176470588235294	9.95
grain	4.764705882352941	7.44
greasy	3.9019607843137254	6.39
groceries	5.901960784313726	5.348451000000001
grocery	5.490196078431373	5.72
grub	2.7254901960784315	8.95
gruel	0.45098039215686275	11.6
guacamole	1.0980392156862746	9.68
hamburger	7.784313725490196	5.21
healthy	24.745098039215687	7.61
hotdog	0.39215686274509803	4.55
hummus	0.37254901960784315	14.84
hunger	5.882352941176471	6.06
hungry	77.07843137254902	3.63
indigestion	1.8627450980392157	10.11
indulge	2.8823529411764706	11.44
inedible	0.35294117647058826	11.2
ingredient	2.607843137254902	7.85
ingredients	2.1372549019607843	6.693135
intake	1.2941176470588236	12.84
intestine	1.0196078431372548	9.28
junk	15.372549019607844	6.62
kitchen	58.31372549019608	3.68
kosher	2.6862745098039214	13.29
lasagna	3.588235294117647	5.
leftover	1.196078431372549	7.28
leftovers	2.4901960784313726	5.62
lunch	104.11764705882354	3.61
macaroni	3.2549019607843137	5.15
market	36.23529411764706	7.16
meal	28.862745098039216	4.74
meat	43.64705882352941	4.42
meatloaf	2.3333333333333335	6.43
menu	9.96078431372549	5.89
microwave	3.9019607843137254	7.67
morsel	0.6274509803921569	8.78
munch	0.8431372549019608	7.6
mussel	0.27450980392156865	10.
napkin	3.607843137254902	4.79
necessity	2.8823529411764706	9.53
nibble	1.5098039215686274	7.37
noodle	2.9019607843137254	3.44
noodles	6.0588235294117645	5.297516
nourish	0.43137254901960786	9.63
nourishment	1.2156862745098038	9.94
nutrition	0.9411764705882353	9.74
nutritious	0.8823529411764706	8.89
omelet	2.372549019607843	6.5
organic	4.313725490196078	13.68
oriental	2.607843137254902	8.35
paella	0.27450980392156865	14.45
palatable	0.2549019607843137	12.72
pantry	1.7450980392156863	8.17
pasta	4.235294117647059	5.78
picky	2.176470588235294	5.74
picnic	11.686274509803921	5.53
pie	28.745098039215687	3.67
plate	25.647058823529413	3.84
platter	2.9215686274509802	8.68
plentiful	0.29411764705882354	8.4
plenty	62.31372549019608	5.763466
portion	4.333333333333333	8.39
poultry	1.	8.39
prepare	33.549019607843135	7.72
pretzel	2.	5.
processor	0.9019607843137255	12.58
protein	4.509803921568627	10.39
provision	0.7843137254901961	11.9
ravenous	0.5098039215686274	12.44
raw	10.176470588235293	7.17
recipe	7.607843137254902	6.95
refrigerator	8.372549019607844	4.11
restaurant	46.529411764705884	5.95
rice	15.07843137254902	3.72
saliva	2.6470588235294117	8.42
sandwich	21.92156862745098	4.79
satisfying	2.5294117647058822	9.95
saucepan	0.1568627450980392	7.89
sausage	7.784313725490196	6.05
savor	0.9411764705882353	10.14
savory	0.21568627450980393	13.78
scallop	0.17647058823529413	11.26
scarce	1.7058823529411764	10.53
scrumptious	0.7450980392156863	10.32
serve	37.94117647058823	7.17
shortage	2.627450980392157	9.89
snack	9.137254901960784	2.78
soup	25.19607843137255	5.37
specialty	5.333333333333333	9.05
spice	5.294117647058823	6.78
spices	2.235294117647059	6.693135
spicy	3.3137254901960786	5.06
spoil	11.627450980392156	6.3
staple	1.1176470588235294	7.18
starvation	1.4705882352941178	8.53
starve	6.1568627450980395	8.32
starving	16.96078431372549	6.32
steakhouse	0.4117647058823529	10.53
stew	6.431372549019608	6.95
stomach	33.8235294117647	5.26
stove	7.588235294117647	4.32
supermarket	5.	4.53
supper	19.372549019607842	6.32
sustenance	0.5686274509803921	13.18
swallow	12.72549019607843	5.17
taco	3.0980392156862746	7.72
takeaway	0.11764705882352941	9.06
tamale	0.23529411764705882	10.56
taste	51.31372549019608	4.26
tasteless	0.8823529411764706	9.53
tasty	6.313725490196078	5.4
tempting	3.019607843137255	9.5
tofu	2.6862745098039214	11.89
tongs	0.7843137254901961	7.777639000000001
toothpick	1.0196078431372548	6.83
tortilla	0.3137254901960784	8.28
tray	8.03921568627451	6.05
trough	1.411764705882353	8.41
vegan	0.6470588235294118	14.16
vegetable	5.705882352941177	4.17
vegetarian	3.9607843137254903	9.11
veggie	0.5882352941176471	6.63
waffle	2.1176470588235294	5.32
waiter	13.196078431372548	8.28
waitress	11.529411764705882	7.22
wasteful	0.5882352941176471	7.11
watercress	0.0784313725490196	13.12
wholesome	1.588235294117647	9.53
wok	0.7450980392156863	12.27
yummy	4.470588235294118	3.42
dude	99.43137254901961	7.89
fad	0.7647058823529411	10.25
feud	1.2941176470588236	10.33
fool	89.33333333333333	7.56
lewd	1.2745098039215685	12.19
mood	34.03921568627451	6.58
nude	5.901960784313726	8.21
rude	22.058823529411764	7.11
rood	0.058823529411764705	12.33
drug	45.21568627450981	8.11
hut	13.215686274509803	8.1
delivery	19.941176470588236	7.68
cheese	39.03921568627451	4.33
deliver	28.352941176470587	6.63
pepperoni	2.5686274509803924	6.21
anchovy	0.13725490196078433	9.32
crust	3.2549019607843137	5.95
oregano	0.8235294117647058	10.88
mozzarella	0.5490196078431373	8.44
salami	2.235294117647059	7.18
slice	8.529411764705882	5.69
tomato	5.901960784313726	4.61
tombstone	2.1372549019607843	7.95
pita	1.1176470588235294	12.
disgusting	26.607843137254903	6.06
filthy	16.431372549019606	7.17
